time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,uv_index,us_aqi
2022-09-24T21:00,41.7,28.1,2246,86.1,28,46,0,150
2022-09-24T22:00,42.8,28.8,2520,81.8,31.5,44,0,150
2022-09-24T23:00,48.5,32.7,2600,82.2,34,42,0,149
2022-09-25T00:00,48.5,32.7,2620,84.4,36.5,40,0,148
2022-09-25T01:00,52,35.3,2586,87.1,40.3,38,0,147
2022-09-25T02:00,55.5,37.7,2462,86.6,44.1,36,0,146
2022-09-25T03:00,56.1,38.1,2282,85.3,48.4,34,0,144
2022-09-25T04:00,56.7,38.4,2242,88.8,52.5,33,0,142
2022-09-25T05:00,59.4,40.4,2602,101.7,53.3,31,0,140
2022-09-25T06:00,65.2,44.5,3151,119.6,52.8,29,0.1,138
2022-09-25T07:00,76.4,52.5,3177,126.4,70.3,41,0.7,136
2022-09-25T08:00,83.1,57.3,2909,115.9,69.8,71,2.2,133
2022-09-25T09:00,90.6,62.6,2525,100.9,69,114,4.05,131
2022-09-25T10:00,104.3,72.2,2059,79.8,65.3,178,6,129
2022-09-25T11:00,112.5,77.8,1821,63,59,235,7.8,128
2022-09-25T12:00,108.3,75,1626,45.3,50.7,298,8,134
2022-09-25T13:00,101,69.8,1425,30.6,40.8,350,6.7,167
2022-09-25T14:00,94.3,64.7,1258,27.7,36.2,346,4.75,164
2022-09-25T15:00,88,60.3,1111,30.5,32.6,318,2.7,147
2022-09-25T16:00,86.8,59.1,1192,51.5,28.4,262,1,131
2022-09-25T17:00,89.9,61,1684,92.9,25,204,0.15,132
2022-09-25T18:00,94.1,63.8,2411,148.7,21.7,132,0,133
2022-09-25T19:00,104.8,70.8,3442,208.5,21.9,69,0,135
2022-09-25T20:00,101.7,68.7,3321,194.5,21.8,67,0,140
2022-09-25T21:00,97.8,65.7,3149,174.6,21.5,64,0,144
2022-09-25T22:00,95.2,63.8,2972,153.1,21.8,61,0,148
2022-09-25T23:00,97.6,65.4,2942,147.6,22.2,59,0,150
2022-09-26T00:00,110.4,74.5,2959,146.6,23,57,0,151
2022-09-26T01:00,121.1,82.2,2964,144.1,24.9,55,0,152
2022-09-26T02:00,138.8,94.5,2878,136,27.5,53,0,153
2022-09-26T03:00,149,102,2762,125.9,30.9,50,0,154
2022-09-26T04:00,156,106.9,2760,118.9,35.2,51,0,156
2022-09-26T05:00,160.2,109.9,3054,126.7,37.9,50,0,157
2022-09-26T06:00,165.3,113.9,3491,140.7,40.4,51,0.05,159
2022-09-26T07:00,174.6,120.1,4007,143.5,39.8,67,0.7,160
2022-09-26T08:00,159.7,109.4,3612,125.8,45.1,120,2.35,162
2022-09-26T09:00,155.1,106.4,3049,100.7,52.5,196,4.75,163
2022-09-26T10:00,146.2,100.1,2407,70.3,58.5,295,7.1,164
2022-09-26T11:00,136.9,94.1,2144,53.5,56.6,360,8.05,173
2022-09-26T12:00,132.2,90.6,1979,39.3,51.3,422,7.4,205
2022-09-26T13:00,128.5,87.8,1848,30.6,44.8,473,5.9,218
2022-09-26T14:00,124.8,84.8,1786,33,42.3,477,3.6,219
2022-09-26T15:00,122,82.7,1775,42.2,40.6,459,1.8,215
2022-09-26T16:00,124.8,84.3,1886,68.2,37.5,402,0.65,200
2022-09-26T17:00,114.1,76.6,2152,109.2,32.8,319,0.15,167
2022-09-26T18:00,118.7,79.6,2523,162.1,27.2,209,0,167
2022-09-26T19:00,145.8,98.3,3304,240.6,31,123,0,168
2022-09-26T20:00,160.2,108.3,3420,228.8,29.2,116,0,168
2022-09-26T21:00,168.6,113.9,3577,211.6,26.8,107,0,169
2022-09-26T22:00,154.6,104.8,3540,181.3,25.5,97,0,170
2022-09-26T23:00,151.3,102.9,3113,149.1,28,95,0,171
2022-09-27T00:00,134.6,90.8,2476,111,32.4,95,0,172
2022-09-27T01:00,108.3,72.6,1793,70.8,36.5,93,0,172
2022-09-27T02:00,97.3,65.7,1582,56.2,36.3,87,0,172
2022-09-27T03:00,93.4,63.3,1513,50,34.5,79,0,171
2022-09-27T04:00,89.9,61.2,1589,50.6,32.5,69,0,171
2022-09-27T05:00,84.8,57.6,1845,60.3,31.9,58,0,170
2022-09-27T06:00,84.3,57.5,2231,76.6,31.5,47,0.1,168
2022-09-27T07:00,146.2,100.4,3760,136.1,36.5,67,0.8,167
2022-09-27T08:00,133.2,90.6,3384,119.4,42.7,117,2.6,167
2022-09-27T09:00,130.9,89.2,2846,95.8,51.5,189,5.25,166
2022-09-27T10:00,136.9,93.6,2203,66.9,57.8,273,7.9,166
2022-09-27T11:00,127.1,86.6,1890,50.8,53.8,317,9.25,166
2022-09-27T12:00,116.4,79.4,1647,36.8,45.2,352,7.95,168
2022-09-27T13:00,109.7,74.5,1401,26.9,34.8,369,6.85,179
2022-09-27T14:00,103.8,70.5,1234,27.1,30.8,350,4.75,167
2022-09-27T15:00,97.6,66.1,1105,33,28,309,2.4,165
2022-09-27T16:00,88.2,59.5,1132,51.2,25.1,243,0.9,164
2022-09-27T17:00,78,52.5,1437,79.6,23,185,0.15,164
2022-09-27T18:00,75.7,50.9,1904,116.7,21.4,119,0,163
2022-09-27T19:00,88.9,60.3,1663,92.1,47.1,89,0,163
2022-09-27T20:00,86.8,58.7,1575,87.7,45.7,83,0,162
2022-09-27T21:00,84.5,56.8,1454,81.6,43.7,74,0,161
2022-09-27T22:00,91.7,61.9,1422,78.7,42,63,0,160
2022-09-27T23:00,103.8,70.5,1594,85.2,42.3,56,0,159
2022-09-28T00:00,119,81,1872,96.1,43.5,50,0,158
2022-09-28T01:00,132.7,90.8,2231,109.1,45.4,44,0,158
2022-09-28T02:00,142,97.3,2436,114.4,47.2,41,0,158
2022-09-28T03:00,147.6,101,2624,118.2,49.2,39,0,159
2022-09-28T04:00,150.4,103.1,2833,121.9,50.8,40,0,160
2022-09-28T05:00,152.7,105,3012,127.6,51,41,0,160
2022-09-28T06:00,156,107.1,3181,133.4,50.2,44,0.05,162
2022-09-28T07:00,168.1,115.3,2901,125.2,44.2,71,0.55,163
2022-09-28T08:00,152.3,102.9,2514,98.2,40.2,121,2.05,163
2022-09-28T09:00,122,81.5,1967,60.2,34.8,192,4.35,163
2022-09-28T10:00,115.5,77.3,1446,25.1,33,271,6.7,163
2022-09-28T11:00,117.1,78.7,1426,25.9,41.1,301,7.9,163
2022-09-28T12:00,121.1,81.7,1588,40.2,54,317,7.4,163
2022-09-28T13:00,123.9,83.8,1805,60,67.6,323,5.7,163
2022-09-28T14:00,128.1,86.6,1900,70.7,71.4,315,3.65,163
2022-09-28T15:00,127.1,86.1,1985,81.2,72.2,296,1.8,163
2022-09-28T16:00,118.3,79.6,1980,87.1,68,264,0.6,164
2022-09-28T17:00,98.3,65.7,1806,80.8,58.2,232,0.1,164
2022-09-28T18:00,88.5,58.8,1535,68.4,44.3,195,0,164
2022-09-28T19:00,88,58.7,1292,58.8,31.4,144,0,164
2022-09-28T20:00,87.1,57.6,1186,51.7,30.2,143,0,164
2022-09-28T21:00,82.4,54.4,1036,41.5,28.5,141,0,164
2022-09-28T22:00,81.5,53.6,888,31.1,26.2,135,0,164
2022-09-28T23:00,84.8,55.8,864,28.5,24.3,126,0,164
2022-09-29T00:00,86.8,57.4,884,28.2,22.4,115,0,164
2022-09-29T01:00,82.2,54.1,945,31.1,22,100,0,163
2022-09-29T02:00,85.7,56.9,1005,36.5,24.9,88,0,163
2022-09-29T03:00,88.7,59.1,1085,44,29.6,75,0,162
2022-09-29T04:00,92.2,61.7,1229,52.5,34.6,64,0,161
2022-09-29T05:00,99,66.4,1420,56.8,35.8,59,0,160
2022-09-29T06:00,107.3,72.6,1650,60,36,57,0.1,159
2022-09-29T07:00,140.6,95.2,2082,74.8,33.8,74,0.7,158
2022-09-29T08:00,123.9,83.1,1784,59.2,29.9,108,2.25,158
2022-09-29T09:00,96.2,64.5,1364,37.3,24.5,155,4.45,157
2022-09-29T10:00,93.8,63.3,984,19.2,22.6,206,7.15,157
2022-09-29T11:00,90.1,61,1033,25.3,31,223,8.1,157
2022-09-29T12:00,91,61.7,1243,41.2,44.2,229,7.8,156
2022-09-29T13:00,91,61.9,1444,58,56,222,6.85,156
2022-09-29T14:00,86.6,58.9,1391,58.9,54.3,203,4.8,155
2022-09-29T15:00,74.3,50.3,1257,55.2,47.7,173,2.8,155
2022-09-29T16:00,59.1,39.6,1095,51.8,38.7,135,1.05,154
2022-09-29T17:00,49.2,32.5,1046,54.5,34.3,111,0.15,153
2022-09-29T18:00,50.1,32.8,1020,59,30.5,89,0,152
2022-09-29T19:00,54.8,35.9,1091,70.1,28.5,62,0,152
2022-09-29T20:00,53.6,34.6,972,61.3,25.1,68,0,151
2022-09-29T21:00,52.2,33.3,805,49.1,20.4,77,0,151
2022-09-29T22:00,53.4,34.1,686,39.8,16.2,83,0,150
2022-09-29T23:00,55.9,35.7,759,44.6,17,76,0,149
2022-09-30T00:00,58.1,37.4,916,55.5,19.8,64,0,147
2022-09-30T01:00,63.1,41,1149,68.2,23.1,51,0,145
2022-09-30T02:00,68,44.7,1329,72.8,24,47,0,144
2022-09-30T03:00,73.3,48.7,1523,75.4,24.5,44,0,143
2022-09-30T04:00,76.8,51.3,1693,76.6,25.5,45,0,142
2022-09-30T05:00,78.2,52.5,1717,76.7,27.9,46,0,140
2022-09-30T06:00,78,52.5,1676,75.4,30.8,49,0.1,139
2022-09-30T07:00,91.3,61.7,2056,87.6,35.2,55,0.6,137
2022-09-30T08:00,73.1,49,1693,69.7,29.5,77,2.3,133
2022-09-30T09:00,61.9,41.4,1181,44.4,21.8,109,4.75,130
2022-09-30T10:00,57.5,38.5,699,21,16.5,144,6.55,127
2022-09-30T11:00,56.5,38.1,706,21.8,21.9,160,9.2,125
2022-09-30T12:00,58.4,39.5,891,31.6,31.8,170,9.8,123
2022-09-30T13:00,60.1,40.6,1094,43.3,41.4,171,8.25,120
2022-09-30T14:00,59,39.8,1095,45.8,41.4,157,5.65,118
2022-09-30T15:00,51.5,34.6,1044,46.2,38.2,134,3.3,116
2022-09-30T16:00,39.9,26.4,947,45.7,32.6,102,1.15,114
2022-09-30T17:00,28.3,18.3,865,45.3,28.5,81,0.2,113
2022-09-30T18:00,26.8,17.2,766,44.5,23.8,60,0,112
2022-09-30T19:00,35.5,23.1,2029,59.8,13.1,27,0,110
2022-09-30T20:00,32.5,21,1893,55,13.6,26,0,109
2022-09-30T21:00,29.3,18.8,1700,48.1,14.4,26,0,107
2022-09-30T22:00,27,17.3,1457,41.1,16,25,0,106
2022-09-30T23:00,27.5,17.6,1309,39.2,17.9,25,0,104
2022-10-01T00:00,28.1,18,1174,39.1,20,26,0,102
2022-10-01T01:00,29.4,18.9,1075,41,22.5,27,0,100
2022-10-01T02:00,34.1,22.2,1110,44.8,23.2,27,0,98
2022-10-01T03:00,40.7,26.9,1208,50.2,23.5,27,0,96
2022-10-01T04:00,42.8,28.4,1315,55.7,24.2,28,0,94
2022-10-01T05:00,40.5,26.8,1338,57.2,25.4,30,0,92
2022-10-01T06:00,40.3,26.7,1338,57.2,26.9,33,0.1,90
2022-10-01T07:00,65.2,44.2,2455,107.5,28.4,44,0.75,87
2022-10-01T08:00,57.7,39,2165,93.5,29.8,70,2.35,86
2022-10-01T09:00,64,43.5,1751,73.6,31.8,108,5,85
2022-10-01T10:00,73.6,50.2,1267,49.3,32.3,153,7.85,85
2022-10-01T11:00,77.1,52.7,1042,35.5,29.2,181,9.25,86
2022-10-01T12:00,73.6,50.3,878,23.7,24.2,205,9.4,88
2022-10-01T13:00,63.6,43.2,742,16.9,18.4,212,8.55,89
2022-10-01T14:00,54.8,36.9,692,23.8,15.6,181,6.2,89
2022-10-01T15:00,45.5,30.3,694,37.7,13.6,129,3,88
2022-10-01T16:00,37.5,24.5,804,52.8,12.3,69,0.95,88
2022-10-01T17:00,32.4,20.7,1032,56.2,12.6,48,0.15,88
2022-10-01T18:00,32.4,20.6,1347,56.2,13.8,36,0,88
2022-10-01T19:00,36,23.1,1894,68.8,16,26,0,88
2022-10-01T20:00,32.9,20.6,1695,62.3,16.3,27,0,88
2022-10-01T21:00,27,16.4,1412,53.2,16.8,27,0,88
2022-10-01T22:00,25.4,15.3,1086,43.5,17.5,28,0,88
2022-10-01T23:00,23.6,14.1,945,41,18.3,27,0,88
2022-10-02T00:00,24.2,14.7,850,40.7,19.2,26,0,88
2022-10-02T01:00,25,15.5,780,40.8,20.5,25,0,87
2022-10-02T02:00,26.8,16.9,767,40.3,21.5,25,0,87
2022-10-02T03:00,28.4,18.2,791,40.1,22.6,25,0,87
2022-10-02T04:00,30.3,19.6,862,40.6,24,26,0,86
2022-10-02T05:00,29.9,19.4,972,42.7,25,25,0,85
2022-10-02T06:00,27.9,18.2,1116,45.7,25.9,24,0.1,84
2022-10-02T07:00,23.6,15.6,1107,41.2,29.3,25,0.75,84
2022-10-02T08:00,23.2,15.5,1122,43.2,30.1,29,2.05,81
2022-10-02T09:00,26.1,17.5,1142,46.1,31.4,36,3.65,79
2022-10-02T10:00,30.4,20.5,1111,47.5,30.9,45,6.35,77
2022-10-02T11:00,31.9,21.7,987,44,27.1,53,7.4,74
2022-10-02T12:00,37.3,25.3,811,38.2,21.8,62,6.6,71
2022-10-02T13:00,33.9,23.1,657,33.9,16.1,66,4.9,69
2022-10-02T14:00,29.5,20.1,666,37.2,14.6,56,3.35,67
2022-10-02T15:00,25.8,17.5,741,43.7,14.4,38,1.7,66
2022-10-02T16:00,22.5,15.2,893,48.7,15.8,19,0.6,65
2022-10-02T17:00,19,12.8,1038,45.4,17.6,15,0.1,64
2022-10-02T18:00,18.2,12.3,1215,38.9,20.5,14,0,63
2022-10-02T19:00,24.4,16.5,1324,59.5,24.9,15,0,63
2022-10-02T20:00,24.4,16.5,1413,56.9,28.2,15,0,62
2022-10-02T21:00,22.9,15.5,1537,53.2,33,15,0,62
2022-10-02T22:00,24.3,16.4,1637,48.1,37.8,16,0,61
2022-10-02T23:00,25.4,17.2,1599,44.3,38.5,17,0,62
2022-10-03T00:00,23.9,16.1,1504,40.4,38,18,0,62
2022-10-03T01:00,22.9,15.5,1389,36.5,38.1,19,0,62
2022-10-03T02:00,22.3,15.1,1311,33.8,40.6,19,0,62
2022-10-03T03:00,22.6,15.4,1236,31.5,44.1,19,0,62
2022-10-03T04:00,24.3,16.6,1300,35.5,47.7,19,0,62
2022-10-03T05:00,27.6,18.9,1633,50.2,48.5,18,0,61
2022-10-03T06:00,38.9,26.8,2113,71.1,48.3,16,0.1,61
2022-10-03T07:00,55.3,38.4,2566,85.2,24.2,22,0.65,62
2022-10-03T08:00,54.4,37.7,2365,83.4,28.5,28,1.7,64
2022-10-03T09:00,52.9,36.7,2076,80.9,34.5,36,3.7,66
2022-10-03T10:00,54,37.5,1697,75.2,38.7,54,5.55,68
2022-10-03T11:00,56.9,39.5,1447,66.4,35.5,79,7.25,69
2022-10-03T12:00,59.3,40.9,1205,55.5,29.2,111,7.25,71
2022-10-03T13:00,61.9,42.7,974,47.3,21.9,138,6.8,72
2022-10-03T14:00,64.5,44.4,876,50.2,19.6,136,5.7,74
2022-10-03T15:00,61.9,42.5,836,58.2,18.6,122,2.15,76
2022-10-03T16:00,59.1,40.4,960,71.3,17.9,99,0.7,78
2022-10-03T17:00,58.8,40.2,1290,83.4,17.5,79,0.15,81
2022-10-03T18:00,66.8,45.8,1762,97.4,17.4,57,0,83
2022-10-03T19:00,72.2,50.1,2964,127.6,17.4,41,0,86
2022-10-03T20:00,71.2,49.5,3121,122.6,20.2,38,0,89
2022-10-03T21:00,70.1,48.7,3338,115.4,24.2,33,0,92
2022-10-03T22:00,70.3,48.8,3421,109.1,28.3,26,0,95
2022-10-03T23:00,70.8,49.1,3133,110.3,28.7,20,0,98
2022-10-04T00:00,71.2,49.5,2665,114.4,27.9,13,0,101
2022-10-04T01:00,71.9,49.9,2183,117.3,27.8,7,0,104
2022-10-04T02:00,68.9,48,2113,114.6,30,7,0,108
2022-10-04T03:00,67.5,47,2175,109.7,33.2,10,0,111
2022-10-04T04:00,75.4,52.5,2252,102.8,36.5,17,0,114
2022-10-04T05:00,78.7,54.8,2242,98.8,37,20,0,118
2022-10-04T06:00,71.9,50.2,2217,94.8,36.6,23,0.1,122
2022-10-04T07:00,87.5,61,3774,134.6,32.5,36,0.85,124
2022-10-04T08:00,74.7,51.9,3297,117.5,40.3,77,2.75,127
2022-10-04T09:00,79.2,54.9,2619,93.2,51.3,136,5.45,128
2022-10-04T10:00,90.3,62.9,1868,63.4,60.2,217,7.85,130
2022-10-04T11:00,97.1,67.5,1613,46.2,57.2,282,9.05,133
2022-10-04T12:00,89.9,62.4,1498,31.3,49.4,350,8.2,167
2022-10-04T13:00,81.5,56.3,1390,21.5,38.9,391,5.25,193
2022-10-04T14:00,77.5,53.3,1252,26.2,33.2,350,3.35,167
2022-10-04T15:00,71.7,49,1122,38.4,27.8,268,1.95,140
2022-10-04T16:00,58.2,39.5,1112,57.5,22.8,169,0.65,141
2022-10-04T17:00,49.5,33.3,1334,72.8,21.1,126,0.1,141
2022-10-04T18:00,50.3,34,1687,89.8,21.1,93,0,140
2022-10-04T19:00,69.6,47.8,2026,117.7,25.4,71,0,139
2022-10-04T20:00,72.6,50.1,2211,115.7,28.6,71,0,139
2022-10-04T21:00,72.6,50.1,2471,112.7,33.2,71,0,139
2022-10-04T22:00,70.1,48.3,2648,107.7,37.5,69,0,139
2022-10-04T23:00,63.3,43.5,2507,103.7,37.3,65,0,139
2022-10-05T00:00,54.9,37.8,2224,99.2,35.6,59,0,138
2022-10-05T01:00,51.7,35.6,1854,91.1,33.2,53,0,137
2022-10-05T02:00,46.2,31.9,1613,80.2,32.1,51,0,135
2022-10-05T03:00,40.7,28.2,1379,67.2,31.1,50,0,134
2022-10-05T04:00,38.8,26.9,1272,58,30.6,49,0,132
2022-10-05T05:00,41.3,28.6,1512,65.2,31,44,0,129
2022-10-05T06:00,48.3,33.5,1926,79.3,31.9,38,0.1,126
2022-10-05T07:00,58.7,40.7,2485,92.2,49.2,42,0.45,125
2022-10-05T08:00,58,40.3,2392,93.6,53,50,1.4,122
2022-10-05T09:00,59.6,41.4,2257,95.5,58.3,63,2.25,121
2022-10-05T10:00,67.8,47,2037,94.3,60.1,76,3.25,120
2022-10-05T11:00,74.3,51.6,1824,87.3,52.8,82,3.5,118
2022-10-05T12:00,75.4,52.4,1581,77.2,41,86,3.3,117
2022-10-05T13:00,59.8,41.6,1326,66.6,28,85,3.2,116
2022-10-05T14:00,51.1,35.4,1239,64.7,23.9,75,2.6,114
2022-10-05T15:00,44.9,30.9,1208,65.4,22.1,59,1.65,112
2022-10-05T16:00,34.9,23.8,1205,65.2,21.5,42,0.55,110
2022-10-05T17:00,29.7,20.1,1219,61.6,21.6,37,0.1,109
2022-10-05T18:00,27.1,18.2,1257,56.7,22.6,35,0,107
2022-10-05T19:00,60.1,41,1907,105.2,29,35,0,106
2022-10-05T20:00,57.6,39.5,2026,101.1,28.9,34,0,105
2022-10-05T21:00,53.2,36.3,2196,95.3,28.9,33,0,104
2022-10-05T22:00,57.2,39.1,2407,91.7,29.5,31,0,102
2022-10-05T23:00,64.3,44.1,2519,95.5,31.4,29,0,101
2022-10-06T00:00,72.2,49.7,2614,102.7,33.8,27,0,101
2022-10-06T01:00,80.6,55.6,2731,110.9,36.5,24,0,103
2022-10-06T02:00,87.3,60.5,2782,112.3,37.3,23,0,105
2022-10-06T03:00,93.1,64.7,2819,112.1,37.7,22,0,108
2022-10-06T04:00,98.5,68.5,2997,115.5,37.3,23,0,112
2022-10-06T05:00,103.6,72.2,3425,127.8,35.4,23,0,116
2022-10-06T06:00,109.4,76.4,3987,144.1,32.7,24,0.1,120
2022-10-06T07:00,108.5,75.4,4534,168.2,30.8,44,0.75,125
2022-10-06T08:00,81,56.1,3813,140.6,33.8,79,2.55,129
2022-10-06T09:00,76.8,53.1,2787,101.3,38,130,5.25,130
2022-10-06T10:00,81.7,56.6,1654,56.5,40.2,191,6.95,131
2022-10-06T11:00,83.1,57.5,1261,37,36.3,229,7.65,132
2022-10-06T12:00,85.7,59.3,1078,24,29.6,264,7.85,133
2022-10-06T13:00,78.9,54.4,951,17.8,21.6,274,7.1,134
2022-10-06T14:00,62.2,42.6,868,24.6,17.9,231,4.4,135
2022-10-06T15:00,47.6,32.4,845,39.6,14.9,160,1.9,136
2022-10-06T16:00,39.9,26.7,945,58.8,13.4,80,0.85,136
2022-10-06T17:00,38.4,25.6,1185,68.8,14.8,55,0.1,136
2022-10-06T18:00,38.9,25.9,1527,77.8,17.8,46,0,137
2022-10-06T19:00,27.9,18.2,1458,60.7,11.3,38,0,138
2022-10-06T20:00,22.2,14.3,1352,59.7,13,37,0,135
2022-10-06T21:00,19.9,13,1200,58.2,15.4,36,0,133
2022-10-06T22:00,19.5,12.9,997,53.8,17.8,37,0,130
2022-10-06T23:00,18.9,12.6,855,46.8,17.8,41,0,127
2022-10-07T00:00,18,12.2,713,37.8,17,48,0,124
2022-10-07T01:00,18.2,12.3,588,28.5,16.8,54,0,120
2022-10-07T02:00,18.7,12.7,553,25.5,17.9,55,0,116
2022-10-07T03:00,20,13.6,560,24.6,19.7,54,0,111
2022-10-07T04:00,21.8,15,679,27.5,23.2,50,0,105
2022-10-07T05:00,22.6,15.6,901,33.8,27.5,44,0,100
2022-10-07T06:00,24.7,17.2,1206,42.8,32.8,36,0,95
2022-10-07T07:00,32.8,22.9,1741,62.2,32.3,26,0.5,90
2022-10-07T08:00,38.1,26.5,1949,75.7,33.9,34,1.15,85
2022-10-07T09:00,49.5,34.6,2239,94.6,36,45,2.7,82
2022-10-07T10:00,65,45.4,2421,109.5,37.1,56,2.9,81
2022-10-07T11:00,65.4,45.6,2208,102.8,35,59,2.9,80
2022-10-07T12:00,55.9,39.1,1817,87.3,31.4,59,2.75,79
2022-10-07T13:00,51,35.6,1395,69.7,27.2,55,1.75,77
2022-10-07T14:00,45.9,32,1278,65.6,25.4,47,1.15,75
2022-10-07T15:00,40.4,28.1,1249,64.9,24.1,35,0.75,74
2022-10-07T16:00,33.4,23.2,1346,64.8,24.9,22,0.3,74
2022-10-07T17:00,31.8,22,1562,63.7,28.5,16,0.05,74
2022-10-07T18:00,33.9,23.6,1877,62.8,33.8,11,0,73
2022-10-07T19:00,35.4,24.6,2421,68.5,30.6,4,0,73
2022-10-07T20:00,34.3,24,2542,67.6,30.8,4,0,74
2022-10-07T21:00,34.7,24.2,2713,66.4,30.9,5,0,74
2022-10-07T22:00,36.8,25.7,2877,65.5,32.5,6,0,75
2022-10-07T23:00,39.8,27.8,2867,66.2,35.7,6,0,77
2022-10-08T00:00,38.4,26.8,2795,67.4,40,7,0,78
2022-10-08T01:00,40.9,28.5,2775,68.9,45.4,7,0,79
2022-10-08T02:00,43.8,30.6,2869,66.6,49.2,7,0,81
2022-10-08T03:00,47.6,33.3,3021,63.1,52.8,8,0,82
2022-10-08T04:00,53.2,37.3,3331,69.1,55.5,9,0,84
2022-10-08T05:00,60.3,42.1,3801,93.3,54,6,0,86
2022-10-08T06:00,68.9,48.2,4384,127.4,50.7,2,0.1,88
2022-10-08T07:00,84.5,59,4907,178.4,40.8,20,0.9,94
2022-10-08T08:00,71.2,49.6,4234,160.2,48.4,38,2.4,94
2022-10-08T09:00,68.7,47.8,3275,134.4,59,64,4.15,96
2022-10-08T10:00,76.4,53.2,2199,101.6,66.7,107,6.05,98
2022-10-08T11:00,80.8,56.1,1801,81.3,61.5,151,6.8,98
2022-10-08T12:00,85.2,59.1,1586,62.6,50.7,202,6.4,99
2022-10-08T13:00,91.7,63.6,1391,46.8,37.9,246,5.7,101
2022-10-08T14:00,79.2,54.5,1199,42.2,33,248,4.1,104
2022-10-08T15:00,66.8,45.8,1040,43.4,29.7,233,2.05,106
2022-10-08T16:00,65.2,44.5,1103,62.2,28,195,0.8,108
2022-10-08T17:00,72.4,49.5,1486,99.8,30,149,0.1,110
2022-10-08T18:00,81.3,55.6,2075,151.3,33.8,90,0,113
2022-10-08T19:00,80.8,56,3380,170.9,39.8,15,0,117
2022-10-08T20:00,105.5,73.3,4418,187.6,39.8,16,0,120
2022-10-08T21:00,126.2,87.8,5884,211.1,39.9,17,0,125
2022-10-08T22:00,142,99,7184,231.8,39,21,0,132
2022-10-08T23:00,150.9,105.2,7130,233.1,37.2,27,0,139
2022-10-09T00:00,147.6,102.9,6541,226.4,34.8,35,0,147
2022-10-09T01:00,148.5,103.4,5377,200.7,30.9,50,0,151
2022-10-09T02:00,122.9,85.2,4144,157.9,27,68,0,153
2022-10-09T03:00,97.8,67.3,2631,101.4,22.6,90,0,154
2022-10-09T04:00,71,48.4,1176,46,18.9,108,0,155
2022-10-09T05:00,58.2,39.6,1008,39.6,18.9,99,0,155
2022-10-09T06:00,54.4,37,1313,50.5,20.4,80,0.1,155
2022-10-09T07:00,129.9,90.3,4838,184.6,23.3,53,0.5,155
2022-10-09T08:00,118.3,82.4,4169,159.6,29.5,94,1.7,155
2022-10-09T09:00,101.7,70.8,3216,124,38.2,152,3.55,156
2022-10-09T10:00,106.2,74,2118,83.6,43.8,201,4.7,157
2022-10-09T11:00,113.9,79.4,1640,66.1,37.3,191,4.4,157
2022-10-09T12:00,85.9,59.5,1315,54.5,25.5,157,2.3,158
2022-10-09T13:00,60.5,41.6,1067,49.2,14.7,114,3.7,158
2022-10-09T14:00,46.4,31.8,1011,54.9,16.2,97,2.85,157
2022-10-09T15:00,51.7,35.4,1073,67.7,22.2,84,2.5,157
2022-10-09T16:00,50.4,34.6,1292,86.7,30.3,68,0.75,156
2022-10-09T17:00,54.9,37.7,1579,100.3,33.5,55,0.1,156
2022-10-09T18:00,56.7,39,1961,115,36.2,43,0,156
2022-10-09T19:00,101,70.3,2495,158.2,24.6,62,0,155
2022-10-09T20:00,103.8,72.4,2368,144.9,24.4,63,0,156
2022-10-09T21:00,96.6,67.3,2185,125.8,24,65,0,156
2022-10-09T22:00,82.4,57.3,1936,100.2,23.2,69,0,155
2022-10-09T23:00,75.4,52.4,1769,83.2,22.1,74,0,154
2022-10-10T00:00,75.4,52.5,1604,66.7,20.6,81,0,153
2022-10-10T01:00,67.3,46.8,1397,47.5,18.9,89,0,152
2022-10-10T02:00,57.3,39.9,1217,34.5,17.8,94,0,151
2022-10-10T03:00,41.9,29.2,1035,23.2,16.7,99,0,150
2022-10-10T04:00,32.8,22.9,968,18.2,16.2,98,0,146
2022-10-10T05:00,29.8,20.8,1202,29,16.8,85,0,143
2022-10-10T06:00,30.2,21,1586,48,18,67,0.1,141
2022-10-10T07:00,45.3,31.7,1892,65,20.5,49,0.8,139
2022-10-10T08:00,42.8,29.9,1795,66.7,23.8,54,2.2,133
2022-10-10T09:00,39.1,27.2,1656,69.1,28.5,62,3.05,128
2022-10-10T10:00,46.1,32.1,1504,71.2,33.8,75,2.5,123
2022-10-10T11:00,54.8,38.2,1456,70.5,36,90,2.7,119
2022-10-10T12:00,59.8,41.8,1437,68.8,37.3,107,4.7,115
2022-10-10T13:00,65,45.3,1413,68.8,38.1,120,4.2,113
2022-10-10T14:00,68.9,48,1342,72.1,37.4,116,2.8,113
2022-10-10T15:00,67.3,46.8,1258,77.2,35.8,105,1.65,115
2022-10-10T16:00,60.5,42.1,1290,85.9,34.7,86,0.6,116
2022-10-10T17:00,53,36.8,1509,94.2,34.9,69,0.1,117
2022-10-10T18:00,54.5,37.8,1839,103.9,35.8,49,0,117
2022-10-10T19:00,75.2,52.4,2607,148.9,52.8,36,0,117
2022-10-10T20:00,84.1,58.4,2672,141.9,50.3,35,0,115
2022-10-10T21:00,71.5,49.7,2764,132.1,46.7,34,0,113
2022-10-10T22:00,61.5,42.7,2850,122.8,45.3,33,0,111
